,State,Year,Victim_count,Offender_race,Victim_race,Offense,City,Offender_count,Region,Juvenile_Offeneder_Count
15466,Michigan,2010,3,White,Black or African American,Intimidation,Ann Arbor,2,Midwest,
15467,Missouri,1992,1,White,Black or African American,Intimidation,St. Louis,1,Midwest,
15468,Tennessee,2007,4,White,Black or African American,Assault,Humboldt,1,South,
15469,California,2003,1,White,Others,Assault,Stockton,1,West,
15470,California,2012,2,White,Others,Assault,Watsonville,1,West,
15471,South Carolina,2013,1,White,Others,Property,Union,2,South,0.0
15472,Delaware,1996,1,Black or African American,White,Assault,Wilmington,1,South,
15473,Maryland,1995,1,White,Black or African American,Assault,Harford,1,South,
15474,California,2015,1,Black or African American,Others,Assault,Stockton,1,West,
15475,Massachusetts,1995,1,White,Black or African American,Assault,Boston,1,Northeast,
15476,New York,2008,1,Black or African American,Black or African American,Property,New York,1,Northeast,
15477,South Carolina,1996,1,White,Black or African American,Assault,Spartanburg,1,South,
15478,California,2000,1,White,Black or African American,Property,Los Angeles,1,West,
15479,Washington,1993,2,White,Black or African American,Others,Port Angeles,1,West,
15480,Texas,2001,1,Black or African American,White,Property,Cleburne,1,South,
15481,Kansas,1998,1,White,Black or African American,Intimidation,Wichita,1,Midwest,
15482,Arkansas,2006,1,White,White,Property,Atkins,1,South,
15483,Arizona,2006,1,White,Others,Assault,Glendale,1,West,
15484,Texas,1996,1,White,Others,Property,Dallas,1,South,
15485,Michigan,2012,1,Black or African American,White,Intimidation,Grand Rapids,1,Midwest,
15486,Wisconsin,2010,5,White,Black or African American,Assault,Milwaukee,1,Midwest,
15487,Arizona,2015,1,White,White,Assault,Phoenix,1,West,
15488,Tennessee,2017,1,Black or African American,Others,Others,Department of Safety,1,South,0.0
15489,Missouri,2015,1,White,Black or African American,Property,St. Louis County Police Department,1,Midwest,
15490,Washington,1992,1,Black or African American,White,Intimidation,Tukwila,2,West,
15491,Massachusetts,1996,1,White,White,Intimidation,Boston,2,Northeast,
15492,Virginia,2005,1,White,Black or African American,Intimidation,Hampton,1,South,
15493,New Jersey,2010,1,White,Black or African American,Intimidation,Lopatcong Township,1,Northeast,
15494,California,1998,1,White,Black or African American,Assault,San Diego,1,West,
15495,California,2005,1,White,Others,Assault,Riverside,1,West,
15496,Michigan,2007,1,White,Others,Property,Holland,2,Midwest,
15497,Florida,2009,1,White,White,Intimidation,Coconut Creek,1,South,
15498,Ohio,2018,3,White,Others,Others,Van Wert,1,Midwest,0.0
15499,Missouri,1995,1,White,Black or African American,Assault,St. Louis,1,Midwest,
15500,Oregon,1998,1,White,Black or African American,Assault,Portland,1,West,
15501,Maine,2014,2,White,Black or African American,Assault,Old Orchard Beach,1,Northeast,0.0
15502,Nebraska,1999,1,White,Others,Property,Lincoln,1,Midwest,
15503,California,2009,1,Black or African American,White,Assault,Redding,2,West,
15504,New Jersey,2010,1,White,Others,Intimidation,Howell Township,1,Northeast,
15505,Florida,1999,1,White,Black or African American,Assault,Tampa,1,South,
15506,California,2004,1,White,Black or African American,Intimidation,Rancho Santa Margarita,1,West,
15507,North Carolina,2014,1,White,Black or African American,Intimidation,Charlotte-Mecklenburg,1,South,0.0
15508,California,2000,1,White,Others,Intimidation,San Francisco,1,West,
15509,Florida,1993,1,White,Black or African American,Assault,Volusia,3,South,
15510,Michigan,2002,1,Black or African American,Black or African American,Property,Muskegon,1,Midwest,
15511,New York,1995,1,Black or African American,White,Intimidation,Suffolk County Police Department,1,Northeast,
15512,California,1995,1,White,Others,Intimidation,Modesto,1,West,
15513,Kentucky,2015,1,White,Others,Property,Lexington,1,South,
15514,Ohio,1993,1,Black or African American,White,Assault,Columbus,3,Midwest,
15515,California,1995,1,Black or African American,Others,Assault,Long Beach,1,West,
15516,Washington,1999,1,White,Black or African American,Assault,Spokane,3,West,
15517,Maine,2001,1,Asian,Black or African American,Intimidation,Portland,1,Northeast,
15518,New Jersey,2006,1,White,Black or African American,Intimidation,Galloway Township,1,Northeast,
15519,Colorado,2001,6,White,Others,Assault,Steamboat Springs,1,West,
15520,Texas,2002,1,White,Black or African American,Assault,Williamson,1,South,
15521,California,2002,3,White,Others,Others,West Hollywood,6,West,
15522,Arizona,1998,1,Asian,Black or African American,Assault,Phoenix,1,West,
15523,New York,2007,2,White,Black or African American,Property,Colonie Town,1,Northeast,
15524,New York,1997,1,White,Black or African American,Intimidation,Suffolk County Police Department,1,Northeast,
15525,Ohio,2015,1,Black or African American,Others,Property,Columbus,1,Midwest,
15526,New Jersey,2011,1,White,Black or African American,Assault,Mount Olive Township,1,Northeast,0.0
15527,New Jersey,1996,1,White,Black or African American,Assault,Bordentown City,1,Northeast,
15528,Arizona,1993,1,White,Black or African American,Assault,Glendale,1,West,
15529,Colorado,1992,1,White,Others,Assault,Colorado Springs,1,West,
15530,Oregon,2007,4,White,Black or African American,Intimidation,Salem,4,West,
15531,California,1995,2,Asian,White,Assault,Redlands,4,West,
15532,Arizona,1992,4,White,White,Assault,Phoenix,1,West,
15533,California,2014,1,White,Asian,Assault,Santa Ana,1,West,0.0
15534,Wisconsin,1995,1,White,Others,Assault,Madison,2,Midwest,
15535,New York,1995,1,Black or African American,White,Intimidation,Albany,1,Northeast,
15536,California,2017,1,White,Black or African American,Property,Lancaster,1,West,0.0
15537,California,2000,1,White,Others,Assault,San Francisco,1,West,
15538,New Jersey,2012,1,White,Black or African American,Intimidation,Highlands,1,Northeast,
15539,Michigan,1996,1,Black or African American,White,Assault,Romulus,1,Midwest,
15540,California,2017,1,White,Others,Property,Escondido,1,West,1.0
15541,Pennsylvania,1999,1,White,Others,Intimidation,"Abington Township, Montgomery County",1,Northeast,
15542,Illinois,1993,2,White,Black or African American,Property,Carpentersville,1,Midwest,
15543,Maryland,2006,1,White,Black or African American,Property,Cambridge,2,South,
15544,Oregon,1992,1,White,Black or African American,Assault,Portland,2,West,
15545,Michigan,2001,1,White,Black or African American,Assault,Cheboygan,1,Midwest,
15546,Arizona,2002,1,White,Black or African American,Assault,Chandler,1,West,
15547,California,1997,2,White,Black or African American,Intimidation,Ventura,5,West,
15548,Missouri,2016,1,White,Black or African American,Assault,Kansas City,2,Midwest,0.0
15549,Connecticut,2006,1,Black or African American,Others,Intimidation,Stamford,1,Northeast,
15550,Massachusetts,2011,3,White,Black or African American,Intimidation,Boston,1,Northeast,0.0
15551,Florida,2002,1,White,Black or African American,Assault,Palm Beach,1,South,
15552,North Carolina,1995,1,White,Black or African American,Intimidation,Greensboro,1,South,
15553,Texas,2018,1,White,Others,Intimidation,Dallas,1,South,0.0
15554,Illinois,1993,3,White,Black or African American,Assault,Effingham,1,Midwest,
15555,Maryland,1992,2,White,Others,Property,Baltimore,1,South,
15556,Washington,2013,1,White,Others,Assault,Seattle,2,West,0.0
15557,Virginia,2002,1,Black or African American,Others,Property,Manassas,1,South,
15558,Pennsylvania,1998,1,White,Black or African American,Assault,Harrisburg,1,Northeast,
15559,California,2016,1,White,Black or African American,Assault,Los Angeles,1,West,0.0
15560,New Jersey,1996,1,Black or African American,White,Intimidation,Montclair,1,Northeast,
15561,Tennessee,2002,1,White,Black or African American,Assault,Red Bank,1,South,
15562,North Carolina,2016,2,White,Black or African American,Intimidation,Salisbury,1,South,0.0
15563,Arizona,2005,1,White,Black or African American,Assault,Phoenix,1,West,
15564,Washington,2008,1,White,Others,Property,Renton,1,West,
15565,Ohio,2001,1,White,Others,Assault,Columbus,1,Midwest,
15566,California,2016,1,White,Black or African American,Others,Fresno,2,West,0.0
15567,New Jersey,2006,1,Asian,Others,Property,Aberdeen Township,1,Northeast,
15568,Washington,2012,1,White,Others,Assault,Everett,1,West,
15569,California,1996,1,White,White,Assault,Oceanside,1,West,
15570,Virginia,1997,1,Black or African American,Others,Assault,Manassas,1,South,
15571,Massachusetts,2018,2,White,Black or African American,Intimidation,Boston,1,Northeast,0.0
15572,Louisiana,2006,1,White,White,Assault,Lake Arthur,1,South,
15573,District of Columbia,2012,1,White,Black or African American,Assault,Washington,2,South,
15574,Illinois,1993,1,Black or African American,Black or African American,Property,Alorton,1,Midwest,
15575,New York,2013,1,White,Black or African American,Assault,New York,1,Northeast,0.0
15576,California,1995,1,White,Black or African American,Assault,Los Angeles,1,West,
15577,Washington,2012,1,White,Asian,Intimidation,Seattle,1,West,
15578,Illinois,2007,2,White,Black or African American,Property,Marion,1,Midwest,
15579,Rhode Island,2002,1,White,Black or African American,Intimidation,Portsmouth,1,Northeast,
15580,Delaware,2005,3,White,Others,Others,Georgetown,1,South,
15581,New Jersey,1993,1,White,Black or African American,Intimidation,Ringwood,1,Northeast,
15582,California,2000,1,White,Black or African American,Intimidation,Los Angeles,1,West,
15583,New Jersey,2002,1,Black or African American,White,Assault,Woodbury,3,Northeast,
15584,Massachusetts,1998,1,Black or African American,White,Assault,Boston,2,Northeast,
15585,Florida,1997,1,White,Black or African American,Assault,West Palm Beach,1,South,
15586,Pennsylvania,2003,4,White,Black or African American,Assault,Middletown,2,Northeast,
15587,New York,1997,1,White,White,Intimidation,New York,1,Northeast,
15588,California,1997,1,White,Others,Assault,Stanislaus,1,West,
15589,Virginia,2016,1,White,Others,Others,Department of Game and Inland Fisheries,1,South,0.0
15590,Massachusetts,2009,1,White,White,Assault,Boston,1,Northeast,
15591,Kentucky,2016,1,Black or African American,Others,Intimidation,Lexington,1,South,0.0
15592,Virginia,2014,2,White,Black or African American,Intimidation,Manassas,2,South,0.0
15593,Massachusetts,1997,2,White,Others,Intimidation,Cambridge,1,Northeast,
15594,Washington,2018,2,Black or African American,White,Others,Seattle,1,West,0.0
15595,New Jersey,1997,1,White,Black or African American,Assault,Pine Hill,2,Northeast,
15596,Florida,1997,1,White,Others,Assault,St. Petersburg,3,South,
15597,California,2006,1,White,Black or African American,Others,Riverside,1,West,
15598,New Jersey,2013,1,White,Others,Intimidation,Aberdeen Township,1,Northeast,0.0
15599,New York,1996,1,White,Black or African American,Intimidation,New York,1,Northeast,
15600,California,2009,1,White,Black or African American,Intimidation,Los Angeles,3,West,
15601,Illinois,1993,2,White,Black or African American,Assault,Bensenville,1,Midwest,
15602,Rhode Island,1999,1,Black or African American,Others,Assault,Warwick,1,Northeast,
15603,Oregon,1992,1,White,Black or African American,Assault,State Police:,2,West,
15604,Kentucky,2013,1,Black or African American,Black or African American,Assault,Boone,1,South,0.0
15605,Virginia,2008,1,White,White,Assault,Loudoun,1,South,
15606,Florida,2012,2,Black or African American,White,Assault,Green Cove Springs,2,South,
15607,Maine,1992,1,White,Black or African American,Assault,South Portland,2,Northeast,
15608,Illinois,2006,1,White,Others,Assault,Winthrop Harbor,1,Midwest,
15609,New York,2003,1,White,Black or African American,Others,State Police:,1,Northeast,
15610,Michigan,2007,1,White,Others,Assault,Wayne County Airport,1,Midwest,
15611,New Jersey,1993,1,White,Black or African American,Intimidation,South River,1,Northeast,
15612,Washington,2014,1,Black or African American,White,Assault,Seattle,1,West,0.0
15613,Arizona,2001,1,White,Others,Assault,Mesa,1,West,
15614,Texas,2007,1,White,Black or African American,Property,Garland,1,South,
15615,New York,1992,1,White,Others,Intimidation,New York,1,Northeast,
15616,California,1993,1,White,Asian,Intimidation,Alameda,2,West,
15617,New Jersey,2000,1,White,Others,Intimidation,Randolph Township,1,Northeast,
15618,Massachusetts,2007,2,White,Others,Intimidation,Boston,1,Northeast,
15619,Arizona,2003,1,White,Black or African American,Intimidation,Chandler,3,West,
15620,New Jersey,2010,1,Black or African American,Others,Intimidation,Teaneck Township,2,Northeast,
15621,Ohio,1996,1,White,Black or African American,Intimidation,Clermont,1,Midwest,
15622,California,2017,2,White,Black or African American,Intimidation,Fort Bragg,2,West,0.0
15623,Kentucky,2001,1,White,Others,Intimidation,Newport,1,South,
15624,Kansas,2017,1,Black or African American,White,Others,Ottawa,1,Midwest,0.0
15625,Michigan,2005,1,White,Black or African American,Assault,Oakland,1,Midwest,
15626,California,2005,2,White,Others,Others,Los Angeles,2,West,
15627,Virginia,1991,1,White,Others,Assault,Roanoke,2,South,
15628,New Jersey,2007,1,Black or African American,Black or African American,Intimidation,Keansburg,1,Northeast,
15629,West Virginia,2005,1,White,Others,Assault,Kanawha,1,South,
15630,New Jersey,1992,1,White,Black or African American,Intimidation,Mount Holly Township,1,Northeast,
15631,New York,1998,1,White,Black or African American,Intimidation,Westchester Public Safety,1,Northeast,
15632,New Jersey,2011,1,Black or African American,White,Assault,Neptune Township,1,Northeast,0.0
15633,Massachusetts,2015,1,White,Black or African American,Assault,Boston,1,Northeast,
15634,Texas,1998,1,Black or African American,White,Assault,Gatesville,1,South,
15635,California,2005,1,White,Others,Assault,San Francisco,2,West,
15636,Connecticut,2003,1,White,Others,Intimidation,Wallingford,1,Northeast,
15637,Arkansas,2003,1,White,Black or African American,Intimidation,Hot Springs,1,South,
15638,Michigan,2005,1,Black or African American,White,Intimidation,Wyandotte,1,Midwest,
15639,California,2007,2,White,Black or African American,Assault,Elk Grove,2,West,
15640,California,1997,1,White,Black or African American,Assault,Placerville,2,West,
15641,Tennessee,2006,3,Black or African American,Asian,Others,Memphis,1,South,
15642,Michigan,2016,1,White,Black or African American,Intimidation,Clare,2,Midwest,0.0
15643,New Jersey,2003,1,White,Black or African American,Assault,Fort Lee,1,Northeast,
15644,Connecticut,2017,1,White,Black or African American,Assault,Middletown,1,Northeast,0.0
15645,California,2001,1,White,Others,Property,San Jose,4,West,
15646,New York,1994,1,White,Others,Intimidation,New York,1,Northeast,
15647,California,2012,1,White,Others,Others,Sacramento,1,West,
15648,Colorado,1999,1,White,Black or African American,Intimidation,Littleton,1,West,
15649,Minnesota,1998,1,White,Black or African American,Assault,Coon Rapids,1,Midwest,
15650,California,1999,1,White,Black or African American,Assault,Pasadena,1,West,
15651,Federal,2018,1,White,Others,Assault,Federal Bureau of Investigation,2,Other,0.0
